source,source_url,collection_date,price_date,brand_raw,brand_normalized,model_raw,model_normalized,variant_raw,model_year,body_type_raw,body_type_normalized,powertrain_raw,fuel_type_raw,engine_raw,engine_capacity,horsepower,torque,transmission,drive_type,battery_capacity,electric_range,seats,length,width,height,wheelbase,trunk_capacity,fuel_consumption,warranty,official_price,market_price,starting_price,discounted_price,currency,notes,master_row
EgyCar,https://www.egy-car.com/kia-seltos,2026-09-10,2026-03-31,Kia,Kia,Seltos,Seltos,EX,2026,Crossover (sub-compact),SUV,,,,1500cc/1400cc turbo,115/140,,IVT/DCT,FWD,,,,438.5cm,180cm,163.5cm,263cm,433L,,,"1,350,000",,,,EGP,CROSS-SOURCE MATCH with ContactCars exactly,250
EgyCar,https://www.egy-car.com/kia-seltos,2026-09-10,2026-03-31,Kia,Kia,Seltos,Seltos,Highline Turbo,2026,Crossover (sub-compact),SUV,,,,1500cc/1400cc turbo,115/140,,IVT/DCT,FWD,,,,438.5cm,180cm,163.5cm,263cm,433L,,,"1,500,000",,,,EGP,CROSS-SOURCE MATCH with ContactCars exactly,251
EgyCar,https://www.egy-car.com/kia-seltos,2026-09-10,2026-03-31,Kia,Kia,Seltos,Seltos,Topline Turbo,2026,Crossover (sub-compact),SUV,,,,1500cc/1400cc turbo,115/140,,IVT/DCT,FWD,,,,438.5cm,180cm,163.5cm,263cm,433L,,,"1,625,000",,,,EGP,CROSS-SOURCE MATCH with ContactCars exactly,252
ContactCars(classified),https://www.contactcars.com/en/new-cars/byd-sealion_6,2026-09-10,,BYD,BYD,Sealion 6,Sealion 6,Unspecified,2025,N/A (classified),NOT_AVAILABLE,,Electric,,,,,Automatic,,,,,,,,,,,,,"1,900,000",,,EGP,'Premium' price tier label,270
Hatla2ee,https://eg.hatla2ee.com/en/new-car/byd/sealion-6,2026-09-10,,BYD,BYD,Sealion 6,Sealion 6,EV,2026,SUV,SUV,,Electric,,,,,Automatic,,,,,,,,,,,"150,000 Km / 6 Years","1,749,900",,,,EGP,,280
Hatla2ee,https://eg.hatla2ee.com/en/new-car/byd/sealion-6,2026-09-10,,BYD,BYD,Sealion 6,Sealion 6,EV Luxury,2027,SUV,SUV,,Electric,,,,,Automatic,,,,,,,,,,,"150,000 Km / 6 Years","1,799,000",,,,EGP,MODEL_YEAR_CONFLICT: 2027 trim listed simultaneously with a 2026 'EV' base trim on the same Hatla2ee page.,281
Hatla2ee,https://eg.hatla2ee.com/en/new-car/byd/sealion-6,2026-09-10,,BYD,BYD,Sealion 6,Sealion 6,DM-i Ultra,2027,SUV,SUV,PHEV,Plug-in Hybrid,,1500,,,Automatic,,,,,,,,,,,"150,000 Km / 6 Years","1,949,900",,,,EGP,"PRICE_CONFLICT: ContactCars(classified) Sealion 6 market_price 1,900,000 (2025, 'Premium' label) falls between this DM-i Ultra trim and the EV Luxury trim -- no exact match, also a MODEL_YEAR_CONFLICT (2025 vs 2026/2027).",282
Hatla2ee,https://eg.hatla2ee.com/en/new-car/byd/sealion-6,2026-09-10,,BYD,BYD,Sealion 6,Sealion 6,DM-i Luxury,2027,SUV,SUV,PHEV,Plug-in Hybrid,,1500,,,Automatic,,,,,,,,,,,"150,000 Km / 6 Years","2,149,900",,,,EGP,,283
ContactCars,https://www.contactcars.com/en/new-cars/nissan-qashqai/year-2027,2026-09-10,,Nissan,Nissan,Qashqai,Qashqai,N-connecta,2027,SUV,SUV,,Gas,,,148/5000,,CVT,FWD,,,,,,,,,,,"1,555,000","1,600,000",,,EGP,"EuroNCAP 5-star, R17, 12.3in display",308
ContactCars,https://www.contactcars.com/en/new-cars/nissan-qashqai/year-2027,2026-09-10,,Nissan,Nissan,Qashqai,Qashqai,N-connecta Plus,2027,SUV,SUV,,Gas,,,,,CVT,,,,,,,,,,,,"1,757,000","1,800,000",,,EGP,"auto headlights, tempered glass, active noise control",309
ContactCars,https://www.contactcars.com/en/new-cars/nissan-qashqai/year-2027,2026-09-10,,Nissan,Nissan,Qashqai,Qashqai,N-connecta+ 2T,2027,SUV,SUV,,Gas,,,148/5000,,CVT,,,,,,,,,,,,"1,777,000","1,780,000",,,EGP,VARIANT_DISCOVERY: this exact trim not present on EgyCar's 5-trim Qashqai lineup,310
ContactCars,https://www.contactcars.com/en/new-cars/nissan-qashqai/year-2027,2026-09-10,,Nissan,Nissan,Qashqai,Qashqai,Tekna 2T,2027,SUV,SUV,,Gas,,,148/5000,,CVT,,,,,,,,,,,,"1,888,000","1,888,000",,,EGP,"power passenger seat, adaptive headlights; PRICE_CONFLICT vs EgyCar TEKNA 1,868,000",311
ContactCars,https://www.contactcars.com/en/new-cars/nissan-qashqai/year-2027,2026-09-10,,Nissan,Nissan,Qashqai,Qashqai,N-Design e-PWR,2027,SUV,SUV,,Hybrid (e-Power),,,,,CVT,,,,,,,,,,,,"1,999,000",Unavailable,,,EGP,"PRICE_CONFLICT vs EgyCar e-Power 2,000,000",312
ContactCars,https://www.contactcars.com/en/new-cars/nissan-qashqai/year-2027,2026-09-10,,Nissan,Nissan,Qashqai,Qashqai,Tekna Plus 4WD,2027,SUV,SUV,,Gas,,,,,CVT,4WD,,,,,,,,,,,"2,068,000",Unavailable,,,EGP,"shift-by-wire; PRICE_CONFLICT vs EgyCar TEKNA+4WD 2,048,000",313
EgyCar,https://www.egy-car.com/nissan-qashqai,2026-09-10,2026-07-15,Nissan,Nissan,Qashqai,Qashqai,N-Connecta,2027,Crossover (compact),SUV,,,,1300cc turbo,148,250,CVT,,,,,442.5cm,183.5cm,162.5cm,266.5cm,504/404L,6.1L/100km,"5yr/100,000km","1,555,000",,,,EGP,CONFIRMED MATCH with ContactCars N-connecta,342
EgyCar,https://www.egy-car.com/nissan-qashqai,2026-09-10,2026-07-15,Nissan,Nissan,Qashqai,Qashqai,N-Connecta+,2027,Crossover (compact),SUV,,,,,,,,,,,,,,,,,,,"1,757,000",,,,EGP,CONFIRMED MATCH with ContactCars N-connecta Plus,343
EgyCar,https://www.egy-car.com/nissan-qashqai,2026-09-10,2026-07-15,Nissan,Nissan,Qashqai,Qashqai,TEKNA,2027,Crossover (compact),SUV,,,,,,,,,,,,,,,,,,,"1,868,000",,,,EGP,"PRICE_CONFLICT vs ContactCars Tekna 2T 1,888,000",344
EgyCar,https://www.egy-car.com/nissan-qashqai,2026-09-10,2026-07-15,Nissan,Nissan,Qashqai,Qashqai,e-Power,2027,Crossover (compact),SUV,,Hybrid (e-Power),,,,,,,,,,,,,,,,,"2,000,000",,,,EGP,"PRICE_CONFLICT vs ContactCars N-Design e-PWR 1,999,000",345
EgyCar,https://www.egy-car.com/nissan-qashqai,2026-09-10,2026-07-15,Nissan,Nissan,Qashqai,Qashqai,TEKNA+ 4WD,2027,Crossover (compact),SUV,,,,,,,,4WD,,,,,,,,,,,"2,048,000",,,,EGP,"PRICE_CONFLICT vs ContactCars Tekna Plus 4WD 2,068,000; VARIANT_DISCOVERY: EgyCar has 5 Qashqai trims total vs ContactCars' 6 (missing N-connecta+ 2T)",346
Hatla2ee(summary),https://eg.hatla2ee.com/en/new-car/nissan,2026-09-10,,Nissan,Nissan,Qashqai,Qashqai,"(range, 5 classes) Facelift",2027,N/A,NOT_AVAILABLE,,,,,,,,,,,,,,,,,,,"1,555,000-1,999,000",,,,EGP,"matches EgyCar's 5-class structure/ceiling rather than ContactCars' 6-class/2,068,000 ceiling",355
ContactCars,https://www.contactcars.com/en/new-cars/mg-hs/year-2026,2026-09-10,,MG,MG,HS,HS,+ Luxury,2026,SUV,SUV,,Gas,,,170,275,"Automatic - Dual Clutch (Wet DCT, 7-speed)",,,,,,,,,,,,"1,525,000","1,640,000",,,EGP,leather steering wheel,368
ContactCars,https://www.contactcars.com/en/new-cars/mg-hs/year-2026,2026-09-10,,MG,MG,HS,HS,HEV,2026,SUV,SUV,,Hybrid,,,,,Automatic,,1.8kWh,,,,,,,,,,"1,625,000","1,640,000",,,EGP,"smart power liftgate, wireless charger",369
EgyCar,https://www.egy-car.com/mg-hs,2026-09-10,2026-08-05,MG,MG,HS,HS,Plus Luxury,2027,Crossover (compact),SUV,,,,1500cc turbo,170,275,"DCT wet, 7-speed",FWD,,,,467cm,189cm,166.3cm,275cm,507-1484L,7.6L/100km,,"1,525,000",,,,EGP,MODEL_YEAR_CONFLICT: labeled 2027 vs ContactCars 2026; price matches exactly; 19in wheels,387
EgyCar,https://www.egy-car.com/mg-hs,2026-09-10,2026-08-05,MG,MG,HS,HS,HEV,2027,Crossover (compact),SUV,,,,,221,340,EDU Gen 3,,1.8kWh,,,,,,,,5.5L/100km,,"1,625,000",,,,EGP,matches ContactCars price exactly,388
Hatla2ee(summary),https://eg.hatla2ee.com/en/new-car/moris-garage,2026-09-10,,MG,MG,HS,HS,"New Generation (range, 2 classes)",2027,N/A,NOT_AVAILABLE,,,,,,,,,,,,,,,,,,,"1,525,000-1,625,000",,,,EGP,MODEL_YEAR_CONFLICT vs ContactCars 2026 label; CONFIRMED_MATCH with EgyCar 2027,400
Hatla2ee(summary),https://eg.hatla2ee.com/en/new-car/moris-garage,2026-09-10,,MG,MG,HS,HS,"(1 class, older cohort)",2026,N/A,NOT_AVAILABLE,,,,,,,,,,,,,,,,,,,"1,600,000",,,,EGP,"SIGNIFICANT_PRICE_CONFLICT: a THIRD distinct HS price point (1,600,000) not matching either the 1,525,000 or 1,625,000 trims seen elsewhere - possibly a stale/different-spec cohort",401
ContactCars,https://www.contactcars.com/en/new-cars/chery-tiggo_8_pro_max/year-2027,2026-09-10,,Chery,Chery,Tiggo 8 Pro Max,Tiggo 8 Pro Max,1.6T 6DCT Luxury,2027,SUV,SUV,,Gas,,1600cc turbo,,,6-speed Dual Clutch,,,,,,,,,,,,"1,620,000","1,620,000",,,EGP,"18in wheels, 6 airbags, 8 speakers",430
ContactCars,https://www.contactcars.com/en/new-cars/chery-tiggo_8_pro_max/year-2027,2026-09-10,,Chery,Chery,Tiggo 8 Pro Max,Tiggo 8 Pro Max,1.6T 6DCT Flagship,2027,SUV,SUV,,Gas,,1600cc turbo,,,6-speed Dual Clutch,,,,,,,,,,,,"1,720,000","1,720,000",,,EGP,"front seat massage, 19in wheels, ACC, 9 airbags",431
Hatla2ee,https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro-Max,2026-09-10,,Chery,Chery,Tiggo 8 Pro Max,Tiggo 8 Pro Max,"(range, 2 classes)",2027,N/A,NOT_AVAILABLE,,,,,,,,,,,,,,,,,,,"1,620,000-1,720,000",,,,EGP,CONFIRMED_MATCH with ContactCars exactly,448
ContactCars,https://www.contactcars.com/en/new-cars/baic-bj30/year-2026,2026-09-10,,Baic,Baic,BJ30,BJ30,Pro,2026,SUV,SUV,,Gas,,,185,280,Automatic - Dual Clutch,FWD,,,,,,,,,,,"1,575,000","1,800,000",,,EGP,Assembled China. Internal combustion trim.,451
ContactCars,https://www.contactcars.com/en/new-cars/baic-bj30/year-2026,2026-09-10,,Baic,Baic,BJ30,BJ30,Ultra - Hybrid,2026,SUV,SUV,Hybrid,Gas - Hybrid,,,,,Automatic - Dual Clutch,,1.67 kWh Li-NMC,,,,,,,,,,"1,675,000","1,675,000",,,EGP,"Hybrid, 2 electric motors, Li-NMC battery.",452
ContactCars,https://www.contactcars.com/en/new-cars/baic-bj30/year-2026,2026-09-10,,Baic,Baic,BJ30,BJ30,Off road - Hybrid,2026,SUV,SUV,Hybrid,Gas - Hybrid,,,,,Automatic - Dual Clutch,,1.67 kWh Li-NMC,,,,,,,,,,"1,775,000","1,775,000",,,EGP,"Hybrid, same powertrain as Ultra - Hybrid.",453
Hatla2ee(summary),https://eg.hatla2ee.com/en/new-car/baic,2026-09-10,,Baic,Baic,BJ30,BJ30,"(range, 3 classes)",2026,N/A,NOT_AVAILABLE,,,,,,,,,,,,,,,,,,,"1,574,900-1,774,900",,,,EGP,"PRICE_CONFLICT (trivial): Hatla2ee range ends in 900 vs ContactCars round figures, ~100 EGP difference per trim -- functionally a match.",454
Hatla2ee,https://eg.hatla2ee.com/en/new-car/mitsubishi/Eclipse-Cross,2026-09-10,,Mitsubishi,Mitsubishi,Eclipse Cross,Eclipse Cross,Insport BL,2026,SUV,SUV,,,,1500,,,Automatic,,,,,,,,,,,"1,000,000 Km / 5 Years","1,400,000",,,,EGP,,481
Hatla2ee,https://eg.hatla2ee.com/en/new-car/mitsubishi/Eclipse-Cross,2026-09-10,,Mitsubishi,Mitsubishi,Eclipse Cross,Eclipse Cross,Insport PLUS - ML PLUS,2026,SUV,SUV,,,,1500,,,Automatic,,,,,,,,,,,"1,000,000 Km / 5 Years","1,500,000",,,,EGP,,482
Hatla2ee,https://eg.hatla2ee.com/en/new-car/mitsubishi/Eclipse-Cross,2026-09-10,,Mitsubishi,Mitsubishi,Eclipse Cross,Eclipse Cross,Inspire - HL,2026,SUV,SUV,,,,1500,,,Automatic,,,,,,,,,,,"1,000,000 Km / 5 Years","1,550,000",,,,EGP,,483
Hatla2ee,https://eg.hatla2ee.com/en/new-car/mitsubishi/Eclipse-Cross,2026-09-10,,Mitsubishi,Mitsubishi,Eclipse Cross,Eclipse Cross,Instyle TL,2026,SUV,SUV,,,,1500,,,Automatic,,,,,,,,,,,"1,000,000 Km / 5 Years","1,610,000",,,,EGP,,484
Hatla2ee,https://eg.hatla2ee.com/en/new-car/mitsubishi/Eclipse-Cross,2026-09-10,,Mitsubishi,Mitsubishi,Eclipse Cross,Eclipse Cross,INFINITY - PL AWD,2026,SUV,SUV,,,,1500,,,Automatic,AWD,,,,,,,,,,"1,000,000 Km / 5 Years","1,690,000",,,,EGP,,485
Hatla2ee,https://eg.hatla2ee.com/en/new-car/peugeot/3008,2026-09-10,,Peugeot,Peugeot,3008,3008,Allure,2027,SUV,SUV,,,,1600,,,Automatic,,,,,,,,,,,"150,000 Km / 5 Years","2,099,990",,,,EGP,,495
Hatla2ee,https://eg.hatla2ee.com/en/new-car/peugeot/3008,2026-09-10,,Peugeot,Peugeot,3008,3008,GT,2027,SUV,SUV,,,,1600,,,Automatic,,,,,,,,,,,"150,000 Km / 5 Years","2,399,990",,,,EGP,,496
Hatla2ee,https://eg.hatla2ee.com/en/new-car/peugeot/5008,2026-09-10,,Peugeot,Peugeot,5008,5008,Allure,2027,SUV,SUV,,,,1600,,,Automatic,,,,,,,,,,,"150,000 Km / 5 Years","2,274,990",,,,EGP,,497
Hatla2ee,https://eg.hatla2ee.com/en/new-car/peugeot/5008,2026-09-10,,Peugeot,Peugeot,5008,5008,GT,2027,SUV,SUV,,,,1600,,,Automatic,,,,,,,,,,,"150,000 Km / 5 Years","2,574,990",,,,EGP,,498
Hatla2ee,https://eg.hatla2ee.com/en/new-car/haval/haval-H7,2026-09-10,,Haval,Haval,H7,H7,Ultra Black,2027,SUV,SUV,,,,1500,,,Automatic,,,,,,,,,,,"1,000,000 Km / 8 Years","1,725,000",,,,EGP,,568
ContactCars,https://www.contactcars.com/en/new-cars/opel-grand_land,2026-09-10,,Opel,Opel,Grand Land,Grand Land,Turbo H/L,2024,SUV,SUV,,,,1600,,,Automatic,,,,,,,,,,,,,"1,700,000",,,EGP,,571
ContactCars,https://www.contactcars.com/en/new-cars/opel-grand_land,2026-09-10,,Opel,Opel,Grand Land,Grand Land,Turbo X T/L,2024,SUV,SUV,,,,1600,,,Automatic,,,,,,,,,,,,,"1,600,000",,,EGP,,572
ContactCars,https://www.contactcars.com/en/new-cars/opel-grand_land,2026-09-10,,Opel,Opel,Grand Land,Grand Land,T/L Plus,2024,SUV,SUV,,,,1600,,,Automatic,,,,,,,,,,,,,"1,800,000",,,EGP,,573
ContactCars,https://www.contactcars.com/en/new-cars/opel-grand_land,2026-09-10,,Opel,Opel,Grand Land,Grand Land,T/L Plus,2025,SUV,SUV,,,,1600,,,Automatic,,,,,,,,,,,,,"1,860,000",,,EGP,,574
ContactCars,https://www.contactcars.com/en/new-cars/opel-grand_land,2026-09-10,,Opel,Opel,Grand Land,Grand Land,Highline Plus,2025,SUV,SUV,,,,1600,,,Automatic,,,,,,,,,,,,"1,949,990","2,000,000",,,EGP,,575
ContactCars,https://www.contactcars.com/en/new-cars/opel-grand_land,2026-09-10,,Opel,Opel,Grand Land,Grand Land,Topline,2025,SUV,SUV,,,,1600,,,Automatic,,,,,,,,,,,,"2,049,990","2,060,000",,,EGP,,576
ContactCars,https://www.contactcars.com/en/new-cars/opel-grand_land,2026-09-10,,Opel,Opel,Grand Land,Grand Land,Topline Plus,2025,SUV,SUV,,,,1600,,,Automatic,,,,,,,,,,,,"2,199,990",,,,EGP,,577
ContactCars,https://www.contactcars.com/en/new-cars/opel-grand_land,2026-09-10,,Opel,Opel,Grand Land,Grand Land,Other Trims,2024,SUV,SUV,,,,,,,Automatic,,,,,,,,,,,,,"1,660,000",,,EGP,,578
ContactCars,https://www.contactcars.com/en/new-cars/opel-grand_land/year-2026,2026-09-10,,Opel,Opel,Grand Land,Grand Land,Highline Plus,2026,SUV,SUV,,,,1600,,,Automatic,,,,,,,,,,,,"1,850,000","1,860,000",,,EGP,MODEL_YEAR_CONFLICT+PRICE_CONFLICT: same trim name as a 2025-labeled row on the brand-level pricing table with a different (lower) official price; ContactCars publishes both a brand-page table and a separate model-year sub-page for this model with disagreeing prices.,579
ContactCars,https://www.contactcars.com/en/new-cars/opel-grand_land/year-2026,2026-09-10,,Opel,Opel,Grand Land,Grand Land,Topline,2026,SUV,SUV,,,,1600,,,Automatic,,,,,,,,,,,,"1,950,000","2,060,000",,,EGP,MODEL_YEAR_CONFLICT+PRICE_CONFLICT: same trim name as a 2025-labeled row on the brand-level pricing table with a different (lower) official price; ContactCars publishes both a brand-page table and a separate model-year sub-page for this model with disagreeing prices.,580
ContactCars,https://www.contactcars.com/en/new-cars/opel-grand_land/year-2026,2026-09-10,,Opel,Opel,Grand Land,Grand Land,Topline Plus,2026,SUV,SUV,,,,1600,,,Automatic,,,,,,,,,,,,"2,100,000","2,100,000",,,EGP,MODEL_YEAR_CONFLICT+PRICE_CONFLICT: same trim name as a 2025-labeled row on the brand-level pricing table with a different (lower) official price; ContactCars publishes both a brand-page table and a separate model-year sub-page for this model with disagreeing prices.,581
Hatla2ee,https://eg.hatla2ee.com/en/new-car/citroen/C5-Aircross,2026-09-10,,Citroën,Citroën,C5 Aircross,C5 Aircross,A/T / Advanced,2027,SUV,SUV,,Gas,,1600,,,Automatic,,,,,,,,,,,"150,000 Km / 5 Years","1,695,000",,,,EGP,SINGLE_SOURCE/MODEL_YEAR_CONFLICT: no matching 2027 row found on ContactCars (which only carries 2026/2025 C5 Aircross rows).,1005
Hatla2ee,https://eg.hatla2ee.com/en/new-car/citroen/C5-Aircross,2026-09-10,,Citroën,Citroën,C5 Aircross,C5 Aircross,A/T / Ultimate,2027,SUV,SUV,,Gas,,1600,,,Automatic,,,,,,,,,,,"150,000 Km / 5 Years","1,935,000",,,,EGP,SINGLE_SOURCE/MODEL_YEAR_CONFLICT: no matching 2027 row found on ContactCars.,1006
Hatla2ee,https://eg.hatla2ee.com/en/new-car/citroen/C5-Aircross,2026-09-10,,Citroën,Citroën,C5 Aircross,C5 Aircross,A/T / Shine Entry,2026,SUV,SUV,,Gas,,1600,,,Automatic,,,,,,,,,,,"150,000 Km / 5 Years","1,710,000",,,,EGP,"PRICE_CONFLICT vs ContactCars' 'C5 Aircross 2026 Shine Entry' (1,590,000).",1007
Hatla2ee,https://eg.hatla2ee.com/en/new-car/citroen/C5-Aircross,2026-09-10,,Citroën,Citroën,C5 Aircross,C5 Aircross,A/T / Shine,2026,SUV,SUV,,Gas,,1600,,,Automatic,,,,,,,,,,,"150,000 Km / 5 Years","1,850,000",,,,EGP,"PRICE_CONFLICT vs ContactCars' 'C5 Aircross 2026 Shine' (1,730,000, avg market 1,740,000).",1008
ContactCars,https://www.contactcars.com/en/new-cars/citroen,2026-09-10,,Citroën,Citroën,C5 Aircross,C5 Aircross,Shine Entry,2026,SUV,SUV,,,,,,,,,,,,,,,,,,,"1,590,000",,,,EGP,"PRICE_CONFLICT vs Hatla2ee C5 Aircross 2026 A/T / Shine Entry (1,710,000).",1009
ContactCars,https://www.contactcars.com/en/new-cars/citroen,2026-09-10,,Citroën,Citroën,C5 Aircross,C5 Aircross,Shine,2026,SUV,SUV,,,,,,,,,,,,,,,,,,,"1,730,000","1,740,000",,,EGP,"PRICE_CONFLICT vs Hatla2ee C5 Aircross 2026 A/T / Shine (1,850,000).",1010
ContactCars,https://www.contactcars.com/en/new-cars/citroen,2026-09-10,,Citroën,Citroën,C5 Aircross,C5 Aircross,Other Trims,2025,SUV,SUV,,,,,,,,,,,,,,,,,,,"1,180,000",,,,EGP,"MODEL_DISCOVERY/MODEL_YEAR_CONFLICT: no Hatla2ee 2025 C5 Aircross listing; well below every known C5 Aircross trim, not reconciled.",1011
Hatla2ee,https://eg.hatla2ee.com/en/new-car/soueast/S+06,2026-09-10,,Soueast,Soueast,S 06,S 06,A/T / Highline,2027,SUV,SUV,,Gas,,1500,,,Automatic,,,,,,,,,,,"150,000 Km / 6 Years","1,350,000",,,,EGP,SINGLE_SOURCE/NO_CROSS_CHECK: ContactCars access unavailable this session.,1050
Hatla2ee,https://eg.hatla2ee.com/en/new-car/soueast/S+06,2026-09-10,,Soueast,Soueast,S 06,S 06,A/T / Premium,2027,SUV,SUV,,Gas,,1600,,,Automatic,,,,,,,,,,,"150,000 Km / 6 Years","1,485,000",,,,EGP,SINGLE_SOURCE/NO_CROSS_CHECK: ContactCars access unavailable this session.,1051
Hatla2ee,https://eg.hatla2ee.com/en/new-car/soueast/S+06,2026-09-10,,Soueast,Soueast,S 06,S 06,A/T / Intelligent (DM-i),2027,SUV,SUV,,Plug-in Hybrid,,1500,,,Automatic,,,,,,,,,,,"150,000 Km / 6 Years","1,649,000",,,,EGP,SINGLE_SOURCE/NO_CROSS_CHECK: ContactCars access unavailable this session.,1052
Hatla2ee,https://eg.hatla2ee.com/en/new-car/soueast/S+09,2026-09-10,,Soueast,Soueast,S 09,S 09,A/T / Premium,2027,SUV,SUV,,Gas,,1600,,,Automatic,,,,,,,,,,,"150,000 Km / 6 Years","1,600,000",,,,EGP,SINGLE_SOURCE/NO_CROSS_CHECK: ContactCars access unavailable this session.,1055
Hatla2ee,https://eg.hatla2ee.com/en/new-car/kgm/KGM-Torres,2026-09-10,,KGM,KGM,Torres,Torres,Automtic /comfort,2026,SUV,SUV,,Gas,,1500,,,Automatic,,,,,,,,,,,"100,000 Km / 5 Years","1,585,000",,,,EGP,CONFIRMED_MATCH_ALL_SOURCES: matches ContactCars' Torres aggregate range low end exactly.,1093
Hatla2ee,https://eg.hatla2ee.com/en/new-car/kgm/KGM-Torres,2026-09-10,,KGM,KGM,Torres,Torres,Automtic /advanced,2026,SUV,SUV,,Gas,,1500,,,Automatic,,,,,,,,,,,"100,000 Km / 5 Years","1,720,002",,,,EGP,"Within ContactCars' Torres aggregate range (1,585,000-1,999,000); mid-tier trim not individually cross-checked.",1094
Hatla2ee,https://eg.hatla2ee.com/en/new-car/kgm/KGM-Torres,2026-09-10,,KGM,KGM,Torres,Torres,A/T / Premium,2026,SUV,SUV,,Gas,,1500,,,Automatic,,,,,,,,,,,"100,000 Km / 5 Years","1,850,001",,,,EGP,Within ContactCars' Torres aggregate range; mid-tier trim not individually cross-checked.,1095
Hatla2ee,https://eg.hatla2ee.com/en/new-car/kgm/KGM-Torres,2026-09-10,,KGM,KGM,Torres,Torres,A/T / Luxury,2026,SUV,SUV,,Gas,,1500,,,Automatic,,,,,,,,,,,"100,000 Km / 5 Years","1,980,000",,,,EGP,Within ContactCars' Torres aggregate range; mid-tier trim not individually cross-checked.,1096
Hatla2ee,https://eg.hatla2ee.com/en/new-car/kgm/KGM-Torres,2026-09-10,,KGM,KGM,Torres,Torres,Automtic /adventure plus 4*4,2026,SUV,SUV,,Gas,,1500,,,Automatic,,,,,,,,,,,"100,000 Km / 5 Years","1,999,000",,,,EGP,CONFIRMED_MATCH_ALL_SOURCES: matches ContactCars' Torres aggregate range high end exactly.,1097
Hatla2ee,https://eg.hatla2ee.com/en/new-car/opel/Grandland,2026-09-10,,Opel,Opel,Grandland,Grandland,A/T / Highline+,2026,SUV,SUV,,Gas,,1600,,,Automatic,,,,,,,,,,,"150,000 Km / 5 Years","1,849,990","1,849,990",,,EGP,"PRICE_CONFLICT: ContactCars' aggregate 'Grand Land' range low end is 1,850,000, a 10 EGP rounding difference from this 1,849,990; not reconciled. Also note ContactCars spells the model 'Grand Land' (two words) vs Hatla2ee's 'Grandland'.",1104
Hatla2ee,https://eg.hatla2ee.com/en/new-car/opel/Grandland,2026-09-10,,Opel,Opel,Grandland,Grandland,A/T / Top Line,2026,SUV,SUV,,Gas,,1600,,,Automatic,,,,,,,,,,,"150,000 Km / 5 Years","1,949,990","1,949,990",,,EGP,"Within ContactCars' Grand Land aggregate range; mid-tier trim not individually cross-checked, NAMING_DIFFERENCE ('Grand Land' vs 'Grandland').",1105
Hatla2ee,https://eg.hatla2ee.com/en/new-car/opel/Grandland,2026-09-10,,Opel,Opel,Grandland,Grandland,A/T / Top Line+,2026,SUV,SUV,,Gas,,1600,,,Automatic,,,,,,,,,,,"150,000 Km / 5 Years","2,099,990","2,099,990",,,EGP,"PRICE_CONFLICT: ContactCars' aggregate 'Grand Land' range high end is 2,100,000, a 10 EGP rounding difference from this 2,099,990; not reconciled. NAMING_DIFFERENCE ('Grand Land' vs 'Grandland').",1106
Hatla2ee,https://eg.hatla2ee.com/en/new-car/deepal/Deepal_S05,2026-09-10,,Deepal,Deepal,S 05,S 05,A/T / REEV,2026,SUV,SUV,,Plug-in Hybrid,,1500,,,Automatic,,,,,,,,,,,"250,000 Km / 6 Years","1,599,000",,,,EGP,CONFIRMED_MATCH_ALL_SOURCES: matches ContactCars' S05 aggregate range low end exactly.,1120
Hatla2ee,https://eg.hatla2ee.com/en/new-car/deepal/Deepal_S05,2026-09-10,,Deepal,Deepal,S 05,S 05,A/T / BEV,2026,SUV,SUV,,Electric,,,,,Automatic,,,,,,,,,,,"250,000 Km / 6 Years","1,750,000",,,,EGP,CONFIRMED_MATCH_ALL_SOURCES: matches ContactCars' S05 aggregate range high end exactly.,1121
Hatla2ee,https://eg.hatla2ee.com/en/new-car/volks-wagen/tiguan,2026-09-10,,Volkswagen,Volkswagen,Tiguan,Tiguan,A/T / R-Line,2026,SUV,SUV,,Gas,,1400,,,Automatic,,,,,,,,,,,"100,000 Km / 3 Years","2,590,000",,,,EGP,CONFIRMED_MATCH_ALL_SOURCES: matches ContactCars' Tiguan 2026 price exactly.,1128
Hatla2ee,https://eg.hatla2ee.com/en/new-car/volks-wagen/tiguan,2026-09-10,,Volkswagen,Volkswagen,Tiguan,Tiguan,A/T / R-Line,2025,SUV,SUV,,Gas,,1400,,,Automatic,,,,,,,,,,,"100,000 Km / 3 Years","2,350,000","2,350,000",,,EGP,SINGLE_SOURCE/MODEL_YEAR_CONFLICT: ContactCars' aggregate table only lists the 2026 Tiguan; no separate 2025 row to cross-check against.,1129
ContactCars,https://www.contactcars.com/en/new-cars/hyundai-tucson_nx4e,2026-09-10,,Hyundai,Hyundai,Tucson NX4e,Tucson NX4e,REDLINE (N Pack),2027,SUV,SUV,,,,,,,Automatic,,,,,,,,,,,,"2,155,000",,,,EGP,"MODEL_DISCOVERY via priority gap-fill pass (Premium tier listing). RECONCILED (2026-09-13): NX4e = Tucson's current facelift generation code. Its REDLINE(N Pack) price (2,155,000) is close but not identical to plain 'Tucson' 2027 REDLINE(N Pack) across sources (2,125,000 ContactCars main page / 2,100,000 Hatla2ee) - same trim, ~1.5-2.5% cross-listing price variance, most likely same underlying vehicle reached via a differently-slugged/premium listing page rather than a distinct model. PRICE_CONFLICT flagged, not merged.",1269
